ID,배터리용량,주행거리(km),보증기간(년),가격(백만원),연식대비_보증기간_비율,연식대비_주행거리_비율,배터리용량대비_주행거리_비율,제조사_B사,제조사_H사,제조사_K사,제조사_P사,제조사_T사,제조사_V사,모델_ID4,모델_ION5,모델_ION6,모델_IONIQ,모델_KNE,모델_M3,모델_MS,모델_MX,모델_MY,모델_Niro,모델_Q4eT,모델_RSeTGT,모델_Soul,모델_Tay,모델_TayCT,모델_TayGTS,모델_eT,모델_i3,모델_i5,모델_iX,차량상태_Nearly New,차량상태_Pre-Owned,구동방식_FWD,구동방식_RWD,사고이력_Yes,연식(년)_1,연식(년)_2
TRAIN_1948,84.05,21749,5,74.4,2.5,10874.5,255.7201646090535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
TRAIN_1949,77.46,27985,3,73.97,3.0,27985.0,356.6785623247515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
TRAIN_1950,96.0,6703,7,78.68,7.0,6703.0,69.10309278350516,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1951,76.093,193388,2,128.2,2.0,193388.0,2508.5027174970487,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1952,90.0,8772,7,59.08,7.0,8772.0,96.3956043956044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1953,91.2,9536,7,65.36,7.0,9536.0,103.42733188720173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TRAIN_1954,78.227,98597,2,97.62,2.0,98597.0,1244.487359107375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1955,90.0,6715,7,64.75,7.0,6715.0,73.79120879120879,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
TRAIN_1956,57.134,134035,2,115.15,2.0,134035.0,2305.6214951663396,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1957,56.0,13538,4,23.91,4.0,13538.0,237.50877192982455,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
TRAIN_1958,58.982,31493,8,23.98,2.6666666666666665,10497.666666666666,525.0408455870095,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
TRAIN_1959,76.093,21856,2,131.79,2.0,21856.0,283.5017446460768,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_1960,56.0,32034,4,24.0,4.0,32034.0,562.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
TRAIN_1961,78.227,31504,5,99.04,2.5,15752.0,397.6422179307559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_1962,78.276,125503,2,81.42,2.0,125503.0,1583.1146879257278,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1963,63.701,22256,4,78.99,4.0,22256.0,343.982318665863,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_1964,86.077,22708,0,160.31,0.0,7569.333333333333,260.7806883562824,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
TRAIN_1965,90.0,8764,9,40.48,9.0,8764.0,96.3076923076923,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1966,66.355,49164,5,74.27,2.5,24582.0,729.9235394551258,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_1967,91.2,33,7,66.12,7.0,33.0,0.35791757049891537,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TRAIN_1968,90.0,6159,10,39.0,10.0,6159.0,67.68131868131869,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1969,76.093,11039,0,119.0,0.0,3679.6666666666665,143.19069176189797,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_1970,90.0,565,8,75.46,8.0,565.0,6.208791208791209,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1971,90.0,197,7,45.75,7.0,197.0,2.1648351648351647,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
TRAIN_1972,63.701,21580,4,53.33,4.0,21580.0,333.53425758489055,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
TRAIN_1973,90.0,37,2,96.36,2.0,37.0,0.4065934065934066,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1974,54.104,157398,0,50.64,0.0,157398.0,2856.380662020906,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
TRAIN_1975,67.378,92028,2,151.02,2.0,92028.0,1345.8714791307145,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1976,90.0,5001,9,40.88,9.0,5001.0,54.956043956043956,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1977,61.153,24901,3,78.27,3.0,24901.0,400.64035525236113,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_1978,90.0,8425,8,79.27,8.0,8425.0,92.58241758241758,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_1979,71.332,46415,8,37.11,2.6666666666666665,15471.666666666666,641.6938561079468,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_1980,70.071,16670,1,121.84,0.5,8335.0,234.55417821615006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
TRAIN_1981,99.8,6693,8,71.81,8.0,6693.0,66.39880952380953,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1982,90.0,2245,9,38.73,9.0,2245.0,24.67032967032967,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1983,78.227,42454,6,99.32,2.0,14151.333333333334,535.8526764865513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_1984,53.325,67355,0,39.11,0.0,67355.0,1239.852738150023,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1985,90.0,1135,9,37.94,9.0,1135.0,12.472527472527473,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1986,76.156,10401,2,159.28,2.0,10401.0,134.8048110321945,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
TRAIN_1987,90.0,3381,10,47.78,10.0,3381.0,37.15384615384615,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1988,90.0,1897,10,21.21,10.0,1897.0,20.846153846153847,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_1989,90.0,703,8,75.63,8.0,703.0,7.725274725274725,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1990,90.0,4313,7,63.91,7.0,4313.0,47.395604395604394,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1991,78.227,195931,1,97.0,1.0,195931.0,2473.033183132013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1992,60.272,177603,2,39.34,2.0,177603.0,2898.599686643165,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_1993,74.362,194975,2,71.8,2.0,194975.0,2587.1792149889866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
TRAIN_1994,95.0,5920,8,60.74,8.0,5920.0,61.666666666666664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TRAIN_1995,90.0,2750,2,129.49,2.0,2750.0,30.21978021978022,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1996,90.0,4226,2,96.67,2.0,4226.0,46.43956043956044,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1997,68.488,13448,7,28.61,3.5,6724.0,193.52981809808887,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
TRAIN_1998,90.0,4350,2,130.41,2.0,4350.0,47.8021978021978,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_1999,53.325,166214,0,39.79,0.0,166214.0,3059.622641509434,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2000,90.0,1091,9,25.79,9.0,1091.0,11.989010989010989,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2001,90.0,8115,7,100.0,7.0,8115.0,89.17582417582418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2002,67.268,34943,2,120.55,2.0,34943.0,511.85035448526395,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_2003,46.0,113747,2,22.97,2.0,113747.0,2420.148936170213,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
TRAIN_2004,76.156,40871,2,159.0,2.0,40871.0,529.719010835191,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
TRAIN_2005,78.227,191938,0,94.0,0.0,191938.0,2422.633698107968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2006,46.0,155286,2,23.5,2.0,155286.0,3303.9574468085107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
TRAIN_2007,96.0,460,7,70.02,7.0,460.0,4.742268041237113,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2008,71.841,18304,5,61.25,2.5,9152.0,251.2870498757568,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
TRAIN_2009,90.0,491,9,38.25,9.0,491.0,5.395604395604396,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2010,78.227,16987,3,99.82,3.0,16987.0,214.409229176922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_2011,58.707,79439,2,76.58,2.0,79439.0,1330.4805131726598,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2012,90.0,3269,7,80.17,7.0,3269.0,35.92307692307692,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_2013,72.139,58999,0,88.71,0.0,58999.0,806.66949233651,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2014,58.982,13164,8,28.05,2.6666666666666665,4388.0,219.46583975192559,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_2015,90.0,8438,7,100.16,7.0,8438.0,92.72527472527473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2016,65.21,44708,3,26.81,3.0,44708.0,675.2454312037457,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
TRAIN_2017,56.623,19086,7,28.13,3.5,9543.0,331.22190791871304,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_2018,78.227,39406,4,99.14,4.0,39406.0,497.3809433652669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_2019,72.139,182009,0,88.32,0.0,182009.0,2488.535528240747,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2020,53.602,155146,1,34.28,1.0,155146.0,2841.3977509981323,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2021,90.0,9434,7,79.43,7.0,9434.0,103.67032967032966,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_2022,63.56,197743,2,62.03,2.0,197743.0,3062.933705080545,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
TRAIN_2023,90.0,9457,10,39.0,10.0,9457.0,103.92307692307692,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2024,90.0,784,8,59.44,8.0,784.0,8.615384615384615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2025,84.935,42290,4,83.41,4.0,42290.0,492.1161342875429,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_2026,46.0,111015,1,22.56,1.0,111015.0,2362.021276595745,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_2027,90.0,2640,7,79.72,7.0,2640.0,29.01098901098901,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_2028,90.0,2103,8,40.54,8.0,2103.0,23.10989010989011,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2029,68.967,11993,4,63.62,4.0,11993.0,171.4093787071048,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
TRAIN_2030,90.0,5237,7,64.61,7.0,5237.0,57.54945054945055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TRAIN_2031,61.018,137692,1,63.8,1.0,137692.0,2220.1941371859784,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
TRAIN_2032,71.332,22002,8,37.28,2.6666666666666665,7334.0,304.1807222252945,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_2033,68.125,49573,5,40.49,2.5,24786.5,717.1500904159132,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_2034,56.0,30661,5,24.0,2.5,15330.5,537.9122807017544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
TRAIN_2035,90.0,5315,9,25.11,9.0,5315.0,58.40659340659341,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_2036,93.4,2505,2,160.0,2.0,2505.0,26.53601694915254,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2037,78.227,17707,6,99.02,2.0,5902.333333333333,223.49704015045376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_2038,54.849,140222,2,115.09,2.0,140222.0,2510.7343014199,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2039,72.139,190170,0,88.66,0.0,190170.0,2600.117584325736,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2040,48.093,190717,3,27.83,3.0,190717.0,3884.8104617766276,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2041,61.153,27474,3,78.39,3.0,27474.0,442.0381960645504,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_2042,50.096,97824,4,27.94,4.0,97824.0,1914.5138562705497,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_2043,46.0,64580,1,22.79,1.0,64580.0,1374.0425531914893,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_2044,90.0,2711,10,35.29,10.0,2711.0,29.791208791208792,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2045,66.208,35589,3,63.66,3.0,35589.0,529.535174384002,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
TRAIN_2046,93.4,6561,2,160.36,2.0,6561.0,69.50211864406779,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2047,57.861,82523,1,41.14,1.0,82523.0,1401.997927320297,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2048,70.963,22730,6,36.31,2.0,7576.666666666667,315.85675972374696,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_2049,68.967,42138,4,64.23,4.0,42138.0,602.2553489502194,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
TRAIN_2050,90.0,2421,2,103.27,2.0,2421.0,26.604395604395606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2051,46.0,123674,1,23.23,1.0,123674.0,2631.3617021276596,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_2052,78.227,80957,2,97.94,2.0,80957.0,1021.835990255847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2053,56.0,31736,3,23.26,3.0,31736.0,556.7719298245614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
TRAIN_2054,99.8,4276,8,72.64,8.0,4276.0,42.420634920634924,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2055,90.0,3591,7,62.97,7.0,3591.0,39.46153846153846,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2056,66.355,18246,5,53.34,2.5,9123.0,270.89302947071485,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
TRAIN_2057,90.0,6892,10,17.48,10.0,6892.0,75.73626373626374,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2058,90.0,6236,10,35.11,10.0,6236.0,68.52747252747253,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2059,66.208,31016,3,63.52,3.0,31016.0,461.4926794429235,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
TRAIN_2060,90.0,3558,7,100.53,7.0,3558.0,39.0989010989011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2061,88.474,10618,5,83.41,2.5,5309.0,118.67134586583812,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_2062,61.994,55935,2,117.49,2.0,55935.0,887.9417087341652,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2063,48.093,56244,3,23.61,3.0,56244.0,1145.6623143829058,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_2064,46.0,177104,0,22.67,0.0,177104.0,3768.1702127659573,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
TRAIN_2065,59.515,135848,2,118.83,2.0,135848.0,2244.8649095265637,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2066,90.0,4415,9,24.87,9.0,4415.0,48.51648351648352,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_2067,93.4,8913,2,160.18,2.0,8913.0,94.41737288135593,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2068,90.0,4878,10,38.93,10.0,4878.0,53.604395604395606,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2069,90.0,3176,8,79.75,8.0,3176.0,34.9010989010989,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TRAIN_2070,90.0,3954,8,60.0,8.0,3954.0,43.45054945054945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_2071,56.788,68823,0,55.29,0.0,68823.0,1190.9565999861563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2072,59.154,180469,0,55.99,0.0,180469.0,3000.1163679888286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_2073,51.94,158113,0,51.25,0.0,158113.0,2986.645258783529,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
TRAIN_2074,90.0,6658,10,48.01,10.0,6658.0,73.16483516483517,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_2075,46.0,61523,0,22.48,0.0,61523.0,1309.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
TRAIN_2076,46.169,174088,2,21.66,2.0,174088.0,3690.7290805401854,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
